rank,freq,word,풀이,품사
1,97499,이다,,지
2,50558,것01,,의
3,42900,하다01,,동
4,39290,있다01,,보
5,37028,있다01,,형
6,24583,되다01,어른이 ～,동
7,22484,수02,방법,의
8,21415,나03,자아,대
9,20880,하다01,,보
10,19195,없다01,,형
11,19039,그01,삼인칭,관
12,18251,않다,,보
13,14058,그01,삼인칭,대
14,13736,거01,것,의
15,13594,사람,,명
16,12582,보다01,,동
17,12296,이05,～ 사과,관
18,12278,아니다,,지
19,11721,등05,等,의
20,11694,지다04,느껴～,보
21,11339,같다,,형
22,11213,우리03,,대
23,11007,때01,시간,명
24,10696,년02,年,의
25,9869,대하다02,對-,동
26,9417,주다01,,보
27,9022,한01,,관
28,8941,보다01,,보
29,8396,말01,～과 글,명
30,7804,이05,,대
31,7759,일01,～을 하다,명
32,7747,가다01,,동
33,7685,위하다01,爲-,동
34,7554,때문,,의
35,6934,그렇다,,형
36,6738,말하다,,동
37,6449,그러나,,접
38,6433,알다,,동
39,6126,오다01,,동
40,5699,또,,접
41,5577,그런01,,관
42,5367,문제06,問題,명
43,5342,많다,,형
44,5231,더01,,부
45,5226,일07,日,의
46,5163,그리고,,접
47,5025,사회07,社會,명
48,5012,안02,아니,부
49,5006,못하다,,보
50,4999,그것,,대
51,4966,좋다01,,형
52,4889,받다01,선물을 ～,동
53,4875,따르다01,뒤를 ～,동
54,4819,크다01,,형
55,4734,나오다,,동
56,4730,저03,일인칭 대명사,대
57,4624,만들다,,동
58,4570,생각하다,,동
59,4480,속01,,명
60,4235,모르다,,동
61,4230,중04,中,의
62,4146,두01,,관
63,4109,어떤,,관
64,4099,자신01,自身,명
65,4085,씨07,氏,의
66,4043,경우03,境遇,명
67,4026,데01,,의
68,4011,집01,,명
69,3897,살다01,,동
70,3877,생각01,,명
71,3865,명03,名,의
72,3767,그녀,-女,대
73,3750,그러다,,동
74,3708,가지다,,동
75,3619,다시01,,부
76,3595,앞,,명
77,3589,이런01,,관
78,3397,오다01,,보
79,3389,여자02,女子,명
80,3373,보이다01,피동사,동
81,3370,좀02,,부
82,3321,어떻다,,형
83,3267,싶다,,보
84,3252,정도11,程度,명
85,3250,다른,,관
86,3242,너01,,대
87,3240,개10,個/ 箇 / 介,의
88,3202,통하다,通-,동
89,3198,이렇다,,형
90,3196,잘02,,부
91,3176,소리01,,명
92,3156,퍼센트,percent,의
93,3057,원01,화폐 단위,의
94,3034,들다01,볕이 ～,동
95,3004,뭐,,대
96,2983,인간01,人間,명
97,2958,시간04,時間,명
98,2947,다음01,,명
99,2926,지나다,,동
100,2923,주다01,,동
101,2907,다03,모두,부
102,2883,의하다01,依-,동
103,2861,뒤01,,명
104,2860,먹다02,밥을 ～,동
105,2840,함께,,부
106,2839,듣다01,소리를 ～,동
107,2818,자기04,自己,대
108,2816,번04,番,의
109,2796,모든,,관
110,2793,들다04,꽃을 ～,동
111,2779,그거,,대
112,2771,가장01,,부
113,2759,눈01,시력,명
113,2759,점10,點,명
114,2713,누구,,대
115,2657,곳01,,명
116,2652,정부08,政府,명
117,2649,마음01,,명
118,2648,나다01,,동
119,2631,위01,～아래,명
120,2630,가지04,한 ～,의
121,2601,세계02,世界,명
122,2600,사실04,事實,명
123,2585,전08,前,명
124,2580,버리다01,,보
125,2551,안01,안방02,명
126,2530,많이,,부
127,2527,시작하다01,始作-,동
128,2513,그래서,,접
128,2513,무엇,,대
129,2498,말다03,그만두다,보
130,2464,느끼다02,추위를 ～,동
131,2450,시대02,時代,명
132,2419,보이다02,사동사,동
133,2411,어머니01,,명
134,2401,아이01,～를 낳다,명
135,2399,왜02,,부
136,2395,얼굴01,,명
137,2381,가다01,,보
138,2368,모두01,,부
139,2358,지금03,只今,명
140,2345,어느01,,관
141,2336,후08,後,명
142,2334,놓다01,,보
143,2326,관계05,關係,명
144,2317,이러하다,,형
145,2309,경제04,經濟,명
146,2300,여기01,,대
147,2296,모습01,,명
148,2289,갖다01,가지다,동
149,2284,얘기,,명
150,2283,하나,,수
151,2280,없이,,부
152,2275,여러,,관
153,2267,및,,접
154,2250,지금03,只今,부
155,2237,남자02,男子,명
155,2237,사이01,공간,명
156,2230,아버지,,명
157,2224,새롭다,,형
158,2218,몸01,,명
159,2209,날01,날씨01,명
160,2207,바로02,,부
161,2201,예06,네03,감
162,2196,이상05,以上,명
163,2163,들어가다01,,동
163,2163,운동02,運動,명
164,2158,지역03,地域,명
165,2140,이것,,대
166,2124,그런데,,접
167,2107,뿐01,,의
168,2099,처음,,명
169,2096,문화01,文化,명
170,2094,만나다,,동
171,2081,쓰다03,약을 ～,동
172,2068,내다02,길을 ～,동
173,2064,영화01,映畵,명
174,2052,방법,方法,명
175,2050,손01,～과 발,명
176,2048,내용02,內容,명
177,2040,과정03,過程,명
178,2034,작품01,作品,명
179,2031,정치03,政治,명
180,2021,내다02,길을 ～,보
181,2020,찾다,,동
182,2019,어디01,,대
183,2018,나타나다,,동
184,2017,다르다01,,형
185,2014,생활,生活,명
186,2007,그때,,명
186,2007,돈01,,명
187,2001,물01,바닷～,명
188,2000,하나,,명
189,1997,여성01,女性,명
190,1995,몇,,관
191,1994,길01,도로,명
192,1980,특히,特-,부
193,1972,자리01,공간,명
194,1967,이번01,-番,명
195,1963,앉다,,동
196,1959,대통령,大統領,명
196,1959,어렵다,,형
197,1935,나가다,,동
198,1927,아직01,,부
199,1919,죽다01,,동
200,1918,친구02,親舊,명
201,1911,이제01,,부
202,1896,잡다01,,동
203,1894,같이,,부
204,1884,밝히다,,동
205,1872,이야기,,명
206,1869,기자05,記者,명
207,1864,동안01,시간의 길이,명
208,1858,의미02,意味,명
209,1846,쓰다01,글씨를 ～,동
210,1828,일어나다,,동
211,1810,중요하다02,重要-,형
212,1807,부르다01,이름을 ～,동
213,1792,무슨,,관
214,1785,책01,冊,명
215,1779,서다01,,동
216,1777,힘01,,명
217,1775,학교,學校,명
218,1770,국가01,國家,명
219,1767,국민,國民,명
220,1756,이름,,명
221,1755,기술01,技術,명
222,1746,또는,,접
223,1740,결과02,結果,명
224,1729,상황02,狀況,명
225,1722,높다,,형
226,1716,삶,,명
227,1709,너무01,,부
228,1682,네03,,감
229,1659,쪽05,방향,의
230,1647,활동02,活動,명
231,1637,이미01,,부
232,1629,엄마,,명
233,1604,읽다,,동
234,1602,이유04,理由,명
235,1590,어02,,감
236,1587,시10,時,의
237,1585,우리나라,,명
238,1579,못04,,부
239,1571,내리다01,눈이 ～,동
240,1545,두다01,,동
241,1542,사건01,事件,명
242,1537,짓다01,,동
243,1534,들어오다,,동
244,1527,필요하다,必要-,형
245,1526,이후02,以後,명
246,1518,세상01,世上,명
247,1513,상태01,狀態,명
248,1503,학생,學生,명
249,1489,쉽다,,형
250,1487,교육,敎育,명
250,1487,나라01,국가,명
251,1482,뭐,,감
252,1468,이거01,,대
253,1467,시장04,市場,명
254,1464,하지만,,접
255,1463,아02,,감
256,1462,채09,옷을 입은 ～로,의
257,1458,생기다,,동
258,1456,대학01,大學,명
259,1452,따라서,,접
260,1449,연구03,硏究,명
261,1446,정보06,情報,명
262,1443,방07,房,명
263,1440,가운데,,명
264,1434,열다02,문을 ～,동
265,1433,기업01,企業,명
265,1433,최근,最近,명
266,1427,보내다,,동
267,1424,밖,,명
267,1424,사랑01,,명
268,1407,남다01,,동
269,1405,선생님,先生-,명
270,1404,간10,間,의
270,1404,얻다01,,동
270,1404,즉01,卽,부
271,1401,그냥,,부
271,1401,듯01,,의
272,1394,웃다,,동
273,1383,구조08,構造,명
274,1382,알리다,,동
275,1376,문학01,文學,명
276,1373,떨어지다,,동
277,1372,뜻,,명
278,1359,변화,變化,명
279,1352,정책02,政策,명
280,1349,밤01,낮,명
281,1339,산업,産業,명
282,1336,작다01,,형
283,1335,거의01,,부
284,1331,가족01,家族,명
285,1329,물론01,勿論,부
286,1324,관심01,關心,명
287,1323,당시02,當時,명
288,1316,이루다01,,동
289,1313,나누다,,동
290,1312,교수06,敎授,명
291,1311,글,,명
292,1310,관하다02,關-,동
293,1306,오늘,,명
294,1293,서로01,,부
295,1290,더욱,,부
296,1286,이루어지다,,동
297,1278,먼저,,부
298,1276,술01,～을 먹다,명
299,1267,사다,,동
300,1265,사용하다03,使用-,동
301,1258,아주01,,부
302,1252,가치06,價値,명
303,1251,머리01,머리털,명
304,1244,전화07,電話,명
305,1242,입,,명
306,1239,현실02,現實,명
307,1237,이르다01,도착하다,동
308,1228,필요,必要,명
309,1224,바라보다,,동
309,1224,현상04,現象,명
310,1222,거기01,,대
311,1221,기능03,機能,명
312,1220,끝01,,명
312,1220,부분01,部分,명
313,1218,세01,,관
314,1214,정말01,正-,부
315,1203,결국,結局,명
315,1203,회사04,會社,명
316,1202,사업04,事業,명
317,1200,계획01,計劃,명
318,1198,또한,,부
319,1194,다니다,,동
319,1194,듯하다,,보
320,1181,그림01,,명
321,1177,적03,,의
322,1172,자체02,自體,명
323,1170,대상11,對象,명
323,1170,문05,門,명
324,1168,당신02,當身,대
325,1165,국내02,國內,명
326,1158,남편01,男便,명
327,1156,묻다03,길을 ～,동
328,1155,그대로,,부
329,1148,기다리다,,동
330,1143,열리다02,문이 ～,동
331,1142,얼마나,,부
332,1138,치다02,얼굴을 ～,동
333,1137,중심01,中心,명
334,1132,역사04,歷史,명
335,1131,분08,分,의
336,1130,오르다,,동
337,1128,정신12,精神,명
338,1122,나가다,,보
339,1118,입다01,,동
340,1114,맞다01,답이 ～,동
341,1112,제도01,制度,명
342,1111,계속04,繼續,부
342,1111,마시다,,동
343,1109,줄04,방법,의
344,1107,하늘01,天空,명
345,1106,세우다01,,동
346,1104,컴퓨터,computer,명
347,1101,차06,車,명
348,1084,고개01,～를 돌리다,명
348,1084,끝나다,,동
348,1084,현재02,現在,부
349,1083,세기03,世紀,명
350,1072,걸리다01,‘걸다’의 피동사 ,동
350,1072,남01,나와 ～,명
351,1071,예술,藝術,명
351,1071,이용하다01,利用-,동
352,1069,년대,年代,의
353,1063,과학,科學,명
353,1063,능력02,能力,명
354,1061,조직,組織,명
355,1060,아내01,,명
356,1059,언어01,言語,명
357,1056,역할,役割,명
358,1051,깊다,,형
359,1050,의원05,議員,명
360,1049,선거04,選擧,명
361,1048,가능하다,可能-,형
361,1048,떠나다,,동
362,1047,가지다,,보
363,1043,대부분,大部分,명
363,1043,믿다,,동
364,1041,지난해,,명
365,1040,가슴01,젖가슴,명
366,1037,분야,分野,명
366,1037,아름답다,,형
367,1036,애02,아이,명
368,1034,체제02,體制,명
369,1032,땅01,영토,명
370,1031,형태,形態,명
371,1026,근데01,그런데,접
371,1026,예08,例,명
372,1024,곧01,,접
373,1023,단계03,段階,명
373,1023,환경02,環境,명
374,1022,나다01,,보
374,1022,표정03,表情,명
375,1021,타다02,버스에 ～,동
376,1020,넣다,,동
377,1016,입장04,立場,명
378,1014,혼자01,,명
379,1013,행동,行動,명
380,1011,이해하다02,理解-,동
381,1008,두다01,,보
382,1007,터02,,의
383,1005,나서다,,동
384,1003,민족,民族,명
385,1002,역시01,亦是,부
386,1001,매우01,,부
387,996,그래01,,감
388,994,발전01,發展,명
389,989,아들,,명
390,988,각01,各,관
391,987,전체01,全體,명
392,983,개혁,改革,명
392,983,향하다,向-,동
394,977,오히려,,부
395,969,옆,,명
395,969,자연01,自然,명
396,967,순간03,瞬間,명
397,963,관련,關聯,명
398,960,전쟁,戰爭,명
398,960,하루01,,명
399,959,분01,,의
400,958,이제01,,명
401,955,목소리,,명
401,955,아래01,,명
402,953,방식01,方式,명
403,946,전혀01,全-,부
404,945,단체02,團體,명
404,945,언론,言論,명
405,941,꼭03,반드시,부
406,940,옷01,,명
407,939,음악01,音樂,명
408,937,성격02,性格,명
409,927,올리다01,,동
410,926,그02,,감
411,923,개발,開發,명
412,920,아침,,명
413,918,놓다01,,동
414,916,신문10,新聞,명
415,914,지방05,地方,명
416,911,의식03,意識,명
417,910,저04,멀리 있는 대상,관
418,908,전하다,傳-,동
419,907,바꾸다,,동
420,904,길다02,밤이 ～,형
420,904,시13,詩,명
420,904,조사30,調査,명
420,904,힘들다,,형
421,902,넘다01,,동
422,899,다양하다01,多樣-,형
423,897,개인02,個人,명
423,897,만큼,,의
424,896,그리다02,그림을 ～,동
425,895,얼마,,명
426,891,금융,金融,명
426,891,한번,-番,명
427,890,나이01,,명
428,888,못하다,,동
428,888,수준,水準,명
429,887,바03,,의
430,883,어리다03,나이가 적다,형
430,883,형01,兄,명
431,879,행위,行爲,명
432,878,일부02,一部,명
433,877,느낌,,명
434,876,돌아오다,,동
435,872,꿈01,,명
436,871,내09,內,의
436,871,노인01,老人,명
436,871,도시03,都市,명
437,869,노래01,,명
437,869,자료03,資料,명
438,864,올해,,명
438,864,지키다01,,동
439,861,대회02,大會,명
440,859,새06,새로운,관
441,858,번째,番-,의
442,856,돌아가다,,동
443,853,시민,市民,명
443,853,우선02,于先,부
443,853,측,側,의
444,852,효과01,效果,명
445,849,오늘,,부
446,847,강하다02,强-,형
446,847,돌리다04,팽이를 ～,동
447,846,작업01,作業,명
448,845,분위기,雰圍氣,명
449,844,어린이01,,명
449,844,회장07,會長,명
450,843,좋아하다,,동
451,841,그럼01,그러면,접
451,841,만하다,,보
451,841,소설03,小說,명
451,841,자동차,自動車,명
452,840,얘기하다,,동
453,835,개념,槪念,명
454,833,가능성,可能性,명
455,830,기관11,機關,명
456,829,사진07,寫眞,명
457,828,지니다,,동
458,824,생산,生産,명
459,822,갑자기,,부
460,819,마치03,,부
461,817,바람01,～이 불다,명
462,813,비하다,比-,동
462,813,살04,한 ～,의
463,812,사회적,社會的,관
463,812,조건02,條件,명
464,810,이론01,理論,명
465,809,설명하다,說明-,동
466,808,기분01,氣分,명
467,806,나타내다,,동
468,804,주장하다01,主張-,동
469,801,첫,,관
470,800,방송01,放送,명
471,799,작가01,作家,명
472,798,요즘,,명
473,797,방향01,方向,명
473,797,최고02,最高,명
474,795,바라다01,,동
475,793,자다01,,동
476,791,놀라다,,동
477,787,흐르다01,,동
478,782,영향04,影響,명
479,780,수26,數,명
480,779,프로그램,program,명
481,777,팀01,team,명
482,776,놈01,,의
483,774,면05,面,명
484,772,달러,dollar,의
484,772,마을01,,명
485,771,동시02,同時,명
486,770,선생01,先生,명
486,770,젊다,,형
487,768,노동03,勞動,명
488,765,목적03,目的,명
489,763,과거03,過去,명
490,762,그러면,,접
491,761,시절01,時節,명
491,761,적다02,경험이 ～,형
492,760,모으다,,동
492,760,사실04,事實,부
493,759,공부01,工夫,명
494,758,대표,代表,명
495,757,그러하다,,형
495,757,시간04,時間,의
496,756,나무01,땔나무,명
496,756,회의04,會議,명
497,755,은행02,銀行,명
497,755,제대로,,부
498,754,생명,生命,명
499,753,기준03,基準,명
499,753,사랑하다,,동
499,753,존재,存在,명
500,752,감독02,監督,명
500,752,그러니까,,접
501,748,그동안,,명
501,748,잘하다,,동
502,747,표현,表現,명
503,744,국제02,國際,명
503,744,마찬가지,,명
504,742,차이,差異,명
505,741,배우다01,,동
506,740,신경04,神經,명
507,736,경험,經驗,명
507,736,공간05,空間,명
508,735,움직이다,,동
509,733,인하다01,因-,동
509,733,학년,學年,명
510,732,직접,直接,부
511,730,바다,,명
512,729,울다01,울음을 ～,동
513,728,기회03,機會,명
514,727,자금08,資金,명
515,725,맞추다01,,동
515,725,산01,山,명
516,724,대06,代,의
517,721,여기다,,동
518,719,집단,集團,명
519,718,풀다,,동
520,716,오후02,午後,명
521,713,권력02,權力,명
522,712,노력01,努力,명
523,711,마지막,,명
523,711,시작되다01,始作-,동
524,710,뉴스,news,명
525,707,인생01,人生,명
526,706,모양02,模樣,명
526,706,이곳,,대
527,704,올라가다,,동
528,702,말씀,,명
529,701,놀다01,,동
530,699,태어나다,,동
531,696,걷다02,느릿느릿 ～,동
531,696,잇다01,,동
531,696,자유03,自由,명
532,695,인물,人物,명
533,693,대화06,對話,명
533,693,티브이,TV,명
534,691,붙이다,,동
534,691,빠르다,,형
535,689,잃다,,동
536,687,사장15,社長,명
537,684,규모,規模,명
538,683,변하다,變-,동
538,683,세13,歲,의
538,683,지내다01,,동
539,682,한편,-便,접
540,679,달05,월,의
540,679,대로01,,의
541,678,옮기다,,동
542,677,약03,約,관
542,677,표현하다,表現-,동
543,673,우주02,宇宙,명
543,673,통신01,通信,명
544,670,담배,,명
545,667,가깝다,,형
545,667,이때,,명
546,666,벌이다,,동
546,666,빛,,명
547,665,사라지다,,동
547,665,있다01,,동
548,664,끌다,,동
548,664,들어서다,,동
549,663,결혼,結婚,명
549,663,멀다02,갈 길이 ～,형
550,662,일으키다,,동
551,661,발01,신체의 일부,명
551,661,스스로,,부
551,661,현대01,現代,명
552,659,기간07,期間,명
553,658,밑01,,명
554,657,주로01,主-,부
555,655,그날,,명
556,654,차03,次,의
557,653,빠지다02,물에 ～,동
557,653,자18,者,의
558,651,받아들이다,,동
558,651,삼다02,친구로 ～,동
559,650,맡다01,담임을 ～,동
559,650,일05,一/壹,관
559,650,죽음01,,명
560,648,빨리,,부
561,647,말다03,그만두다,동
561,647,비01,～가 내리다,명
561,647,일반02,一般,명
562,645,미터02,meter,의
563,644,모이다01,,동
563,644,자식01,子息,명
564,641,의견01,意見,명
565,640,거치다01,,동
565,640,관리04,管理,명
565,640,시설03,施設,명
565,640,존재하다,存在-,동
566,638,둘01,,수
567,637,갖추다,,동
567,637,원인02,原因,명
567,637,일단01,一旦,부
568,636,벗어나다,,동
568,636,혹은,或-,접
569,635,잠01,,명
569,635,참01,참으로,부
570,634,결정01,決定,명
570,634,위기01,危機,명
571,633,당하다01,當-,동
572,630,도움,,명
572,630,말11,末,의
573,629,대다01,놀려 ～,보
573,629,또한,,접
573,629,불01,～이 나다,명
574,628,낳다01,,동
574,628,항상,恒常,부
575,627,가정06,家庭,명
575,627,혁명,革命,명
576,626,식04,式,의
577,625,아프다,,형
578,624,고객04,顧客,명
579,623,막다01,,동
579,623,쓰이다03,기계가 ～,동
580,621,늘,,부
580,621,조금01,,명
581,620,해01,한 ～,명
582,619,조금01,,부
583,617,겪다,,동
583,617,대신03,代身,명
583,617,부모01,父母,명
583,617,시선03,視線,명
584,616,살펴보다,,동
584,616,이날,,명
584,616,주장03,主張,명
584,616,훨씬,,부
585,615,형사02,刑事,명
586,613,맞다02,손님을 ～,동
587,611,아무리,,부
587,611,장관02,長官,명
587,611,커피,coffee,명
588,610,책임,責任,명
588,610,확인하다,確認-,동
589,609,기본,基本,명
590,608,공동02,共同,명
590,608,요구하다,要求-,동
590,608,태도03,態度,명
591,607,노동자,勞動者,명
591,607,심하다,甚-,형
591,607,이상하다,異常-,형
592,606,꺼내다,,동
592,606,지원02,支援,명
592,606,투자02,投資,명
593,605,지식02,知識,명
594,604,들리다03,소리가 ～,동
594,604,법01,法,명
595,603,마련하다,,동
595,603,일하다,,동
596,602,비롯하다,,동
596,602,차지하다01,,동
597,601,강조하다,强調-,동
597,601,국회,國會,명
597,601,음식,飮食,명
597,601,주제04,主題,명
597,601,현재02,現在,명
598,599,경영02,經營,명
598,599,주민,住民,명
599,598,각종,各種,명
599,598,층02,層,명
600,597,경쟁,競爭,명
601,596,제품02,製品,명
602,595,달리01,,부
603,594,각각01,各各,부
603,594,팔다,,동
604,593,정하다03,定-,동
605,592,외국02,外國,명
606,591,낮다,,형
606,591,사상15,思想,명
606,591,저녁,,명
607,589,걸치다,,동
607,589,그곳,,대
608,588,피하다,避-,동
609,587,세력,勢力,명
610,586,넓다,,형
610,586,싫다01,,형
611,584,눈물01,,명
611,584,불구하다02,不拘-,동
611,584,서비스,service,명
611,584,차례01,次例,명
612,583,구체적,具體的,명
612,583,딸01,,명
613,582,걸다02,옷을 ～,동
614,581,차원01,次元,명
615,580,전07,全,관
615,580,전08,前,관
616,579,꽃01,,명
616,579,별01,,명
616,579,완전히,完全-,부
617,578,드러나다,,동
617,578,즐기다01,,동
618,577,고향02,故鄕,명
618,577,박사01,博士,명
618,577,주변04,周邊,명
619,576,발견하다01,發見-,동
619,576,위원01,委員,명
620,575,광고02,廣告,명
621,574,발표하다,發表-,동
622,573,목표,目標,명
622,573,업체,業體,명
622,573,회08,回,의
623,572,아니02,,감
623,572,연극,演劇,명
624,570,던지다,,동
624,570,보다02,,부
625,568,감정06,感情,명
625,568,지구04,地球,명
626,567,가격03,價格,명
626,567,언니,,명
626,567,환자03,患者,명
627,565,기억02,記憶,명
627,565,바뀌다,,동
627,565,아무01,,관
628,564,상품03,商品,명
628,564,지나가다,,동
628,564,현장03,現場,명
629,563,게임,game,명
629,563,외04,外,의
629,563,자04,,감
630,562,부문06,部門,명
630,562,사내01,사나이,명
630,562,아니01,,부
631,561,기존,旣存,명
632,560,결코,決-,부
632,560,유지하다02,維持-,동
633,559,정치적,政治的,관
634,558,기록02,記錄,명
635,557,검찰02,檢察,명
635,557,비슷하다02,같다,형
635,557,어쩌다01,어찌하다,동
635,557,인터넷,internet,명
636,556,공장02,工場,명
636,556,전국03,全國,명
637,553,오늘날,,명
637,553,인제01,,부
638,552,동생01,同生,명
638,552,언제나,,부
638,552,저희01,,대
639,551,이어지다,,동
640,550,남기다,,동
640,550,잠시,暫時,부
641,549,모두01,,명
642,547,귀01,귓바퀴,명
642,547,대중02,大衆,명
643,546,자세02,姿勢,명
643,546,특징,特徵,명
644,545,경찰04,警察,명
644,545,구하다01,求-,동
644,545,벌써,,부
644,545,실제로,實際-,부
644,545,요소04,要素,명
644,545,정권04,政權,명
644,545,주위02,周圍,명
645,544,고통,苦痛,명
645,544,담다01,넣다,동
645,544,발생하다,發生-,동
646,543,나쁘다01,,형
646,543,옛날,,명
647,542,원하다02,願-,동
648,541,개월,個月,의
648,541,시기04,時期,명
649,540,다루다01,,동
649,540,예정02,豫定,명
650,539,웃음,,명
652,537,질서03,秩序,명
653,536,스님,,명
654,535,드리다01,주다,보
654,535,떠오르다,,동
655,534,건물03,建物,명
655,534,의사12,醫師,명
656,533,계급02,階級,명
656,533,맛01,,명
656,533,속도01,速度,명
656,533,제일04,第一,명
657,532,달다05,주다,보
657,532,별로01,別-,부
657,532,상대04,相對,명
658,531,가르치다01,,동
658,531,드라마,drama,명
659,530,건강03,健康,명
659,530,그러므로,,접
659,530,다만01,,접
659,530,여전히,如前-,부
659,530,제공하다02,提供-,동
660,529,병원02,病院,명
661,527,네02,,관
661,527,붙다,,동
661,527,하나님,,명
662,526,무대06,舞臺,명
662,526,여인01,女人,명
663,525,대책03,對策,명
663,525,태양02,太陽,명
664,524,한마디,,명
665,523,체계03,體系,명
666,522,숨01,,명
667,521,갈등,葛藤,명
667,521,동물,動物,명
668,518,배09,倍,명
668,518,아빠,,명
669,517,과연01,果然,부
669,517,물질02,物質,명
669,517,직업,職業,명
670,516,밥01,～을 먹다,명
670,516,영역03,領域,명
670,516,형식01,形式,명
671,515,경기11,競技,명
671,515,여름01,,명
672,513,아저씨,,명
673,512,공부하다,工夫-,동
674,511,삼06,三,관
674,511,원칙,原則,명
675,510,선수05,選手,명
675,510,이전03,以前,명
676,508,병04,病,명
676,508,이09,二/貳,관
677,507,기계07,機械,명
677,507,야04,예06,감
677,507,인식,認識,명
677,507,커다랗다,,형
677,507,해결하다,解決-,동
678,506,만01,십 년 ～에,의
678,506,특성01,特性,명
679,505,분명하다01,分明-,형
680,504,자주01,,부
680,504,제시하다01,提示-,동
681,503,다가오다,,동
681,503,인기01,人氣,명
682,502,분석02,分析,명
683,501,잊다01,,동
684,500,미치다02,닿다,동
684,500,살아가다,,동
684,500,열심히,熱心-,부
684,500,포함하다02,包含-,동
685,499,벽06,壁,명
685,499,셈01,어쩔 ～이냐,의
685,499,위원회,委員會,명
686,498,물건,物件,명
687,497,버리다01,,동
687,497,시키다01,,동
688,496,결정하다01,決定-,동
688,496,대다01,등을 ～,동
688,496,등장하다01,登場-,동
688,496,부부03,夫婦,명
689,495,이해06,理解,명
689,495,질문,質問,명
690,494,통일02,統一,명
691,493,놓이다,,동
692,492,바탕01,繡,명
692,492,사태06,事態,명
692,492,성07,性,명
692,492,짧다,,형
693,491,등01,신체,명
693,491,인정하다,認定-,동
693,491,주인01,主人,명
693,491,호14,號,의
694,490,내려오다,,동
694,490,업무02,業務,명
694,490,원리02,原理,명
694,490,지02,,의
695,488,시인10,詩人,명
695,488,어깨01,,명
695,488,여행02,旅行,명
695,488,한편,-便,명
696,486,늘어나다,,동
696,486,원래01,元來/原來,명
696,486,준비,準備,명
697,485,거리08,距離,명
697,485,달05,월,명
698,484,반응,反應,명
699,483,할아버지,,명
700,482,가을01,,명
701,481,요인03,要因,명
702,480,잔03,盞,명
703,479,값,,명
704,478,다리01,신체,명
705,477,반면02,反面,명
706,476,관계자,關係者,명
706,476,알아보다,,동
706,476,참다,,동
706,476,출신,出身,명
707,475,행사01,行事,명
708,474,그만02,그 정도까지만,부
708,474,농업,農業,명
708,474,멈추다,,동
708,474,자네01,,대
708,474,자라다01,커지다,동
708,474,전망03,展望,명
708,474,참여하다,參與-,동
709,473,녀석,,의
709,473,반드시,,부
709,473,어울리다,,동
709,473,점점01,漸漸,부
709,473,편09,篇,의
710,472,괜찮다,,형
710,472,굉장히,宏壯-,부
710,472,놀이01,놀음놀이,명
710,472,신09,神,명
710,472,음01,,감
710,472,편04,便,의
711,471,여러분,,대
712,470,겨울,,명
712,470,센티미터,centimeter,의
713,469,아무런,,관
714,466,수단01,手段,명
715,465,무섭다,,형
715,465,이야기하다,,동
715,465,찾아오다,,동
716,464,과제04,課題,명
716,464,당14,黨,명
716,464,재미있다,,형
716,464,종류02,種類,명
716,464,주요01,主要,명
716,464,쳐다보다,,동
717,463,나중01,,명
717,463,방안01,方案,명
717,463,시험03,試驗,명
718,462,반07,半,명
718,462,이끌다,,동
718,462,평가03,評價,명
719,461,전략03,戰略,명
719,461,파악하다,把握-,동
720,460,관련되다,關聯-,동
720,460,듯이01,,의
720,460,사용되다,使用-,동
720,460,요구03,要求,명
721,459,돌다,,동
722,458,일반적,一般的,명
723,457,초03,初,의
723,457,해외,海外,명
723,457,흔히,,부
724,455,걱정,,명
724,455,마리01,,의
724,455,심각하다02,深刻-,형
724,455,정확하다01,正確-,형
725,454,봄01,,명
725,454,엄청나다,,형
726,453,미래02,未來,명
726,453,밝다,,형
727,451,눕다01,,동
727,451,달라지다,,동
727,451,드러내다,,동
727,451,전문가,專門家,명
728,450,장치07,裝置,명
728,450,전통06,傳統,명
729,449,선택하다,選擇-,동
729,449,피해01,被害,명
730,448,냄새,,명
730,448,취하다01,取-,동
731,447,저05,,감
732,446,청소년,靑少年,명
733,445,이04,말하는 ～,의
733,445,찍다02,도장을 ～,동
734,444,거리01,길～,명
734,444,아파트,apartment,명
734,444,측면,側面,명
735,443,아마01,,부
736,442,비다01,,동
737,441,아기01,,명
737,441,어른01,,명
738,439,그룹01,group,명
738,439,오빠,,명
739,438,십이월,十二月,명
740,437,방침02,方針,명
740,437,소비자,消費者,명
740,437,예쁘다,,형
741,436,내놓다,,동
741,436,장소05,場所,명
741,436,점10,點,의
741,436,편지02,便紙/片紙,명
742,435,운영03,運營,명
743,434,나아가다,,동
743,434,장면04,場面,명
744,432,사월02,四月,명
745,431,마치다02,生-,동
746,430,농민,農民,명
746,430,실시하다03,實施-,동
746,430,어떠하다,,형
747,429,가져오다,,동
748,427,그저,,부
748,427,막02,마구,부
748,427,최초,最初,명
749,426,남성01,男性,명
749,426,죽이다01,굶겨 ～,동
749,426,치료,治療,명
750,425,구성07,構成,명
750,425,문장02,文章,명
750,425,선택,選擇,명
750,425,수사18,搜査,명
750,425,위치01,位置,명
750,425,직원03,職員,명
751,424,삼월,三月,명
751,424,전문08,專門,명
751,424,차다01,가득 ～,동
752,423,아무01,,대
753,422,누나01,,명
753,422,지나치다,,형
754,421,의미하다02,意味-,동
