rank,freq,word,풀이,품사
1171,1,신점포,新店鋪,명
1171,1,신정권,新政權,명
1171,1,신정맞이,新正-,명
1171,1,신정적,神政的,명
1171,1,신조약,新條約,명
1171,1,신좌익,新左翼,명
1171,1,신주08,新株,명
1171,1,신줏단지,神主-,명
1171,1,신중03,神衆,명
1171,1,신중단,神衆壇,명
1171,1,신중론자,愼重論者,명
1171,1,신중상층,新中上層,명
1171,1,신중심주의,神中心主義,명
1171,1,신중탱화,神衆幀畵,명
1171,1,신진대사력,新陳代謝力,명
1171,1,신진대사성,新陳代謝性,명
1171,1,신진화론,新進化論,명
1171,1,신진화론자,新進化論者,명
1171,1,신진화주의자,新進化主義 者,명
1171,1,신차종,新車種,명
1171,1,신채무,新債務,명
1171,1,신천지,新天地,명
1171,1,신청권,申請權,명
1171,1,신청일,申請日,명
1171,1,신체발부,身體髮膚,명
1171,1,신체부자유아,身體不自由 兒,명
1171,1,신체장애,身體障礙,명
1171,1,신체장애자,身體障礙者,명
1171,1,신축하다01,伸縮-,동
1171,1,신춘시,新春詩,명
1171,1,신출귀몰,神出鬼沒,명
1171,1,신출귀몰하다,神出鬼沒-,동
1171,1,신출귀몰하다,神出鬼沒-,형
1171,1,신출내기,新出-,명
1171,1,신쾌락주의,新快樂主義,명
1171,1,신탁권,信託權,명
1171,1,신탄,薪炭,명
1171,1,신터미널,新terminal,명
1171,1,신토마스주의,新Thomas主 義,명
1171,1,신통화,新通貨,명
1171,1,신파극적,新派劇的,관
1171,1,신패치,新patch,명
1171,1,신페미니즘,新feminism,명
1171,1,신편02,新編,명
1171,1,신평야,新平野,명
1171,1,신포니아,sinfonia,명
1171,1,신표,信標,명
1171,1,신푸녕스럽다,,형
1171,1,신피질,新皮質,명
1171,1,신학02,新學,명
1171,1,신학과,神學科,명
1171,1,신학대,神學大,명
1171,1,신학학,神學學,명
1171,1,신행정부,新行政府,명
1171,1,신허,腎虛,명
1171,1,신현실,新現實,명
1171,1,신현실주의적,新現實主義 的,관
1171,1,신협약,新協約,명
1171,1,신호음,信號音,명
1171,1,신호하다,信號-,동
1171,1,신혼복,新婚服,명
1171,1,신혼여행객,新婚旅行客,명
1171,1,신혼집,新婚-,명
1171,1,신화주의,神話主義,명
1171,1,신화학자,神話學者,명
1171,1,신효하다,神效-,형
1171,1,실08,seal,명
1171,1,실10,sill,명
1171,1,실가입자,實加入者,명
1171,1,실각당하다,失脚-,동
1171,1,실각되다,失脚-,동
1171,1,실각설,失脚說,명
1171,1,실감정증,失感情症,명
1171,1,실개울,,명
1171,1,실갱이하다,,동
1171,1,실격당하다,失格-,동
1171,1,실고깃과,-科,명
1171,1,실고추,,명
1171,1,실구매층,實購買層,명
1171,1,실그물,,명
1171,1,실금01,가는 금,명
1171,1,실금하다,,동
1171,1,실기04,失期,명
1171,1,실기실,實技室,명
1171,1,실꾸리,,명
1171,1,실낱같이,,부
1171,1,실내등,室內燈,명
1171,1,실내용품,室內用品,명
1171,1,실답다,實-,형
1171,1,실덕하다,失德-,동
1171,1,실뚱머룩하다,,형
1171,1,실뜨기,,명
1171,1,실라벌,,명
1171,1,실려가다,,동
1171,1,실력가,實力家,명
1171,1,실력파,實力派,명
1171,1,실룩실룩하다,,동
1171,1,실리다02,사동사,동
1171,1,실리주의,實利主義,명
1171,1,실링팬,ceilingfan,명
1171,1,실면02,實綿,명
1171,1,실명성,實名性,명
1171,1,실명화하다,實名化-,동
1171,1,실못,,명
1171,1,실무급,實務級,명
1171,1,실무서,實務書,명
1171,1,실무율,悉無律,명
1171,1,실무형,實務型,명
1171,1,실물01,失物,명
1171,1,실백,實柏,명
1171,1,실뱀,,명
1171,1,실버들나무,,명
1171,1,실비단,實費團,명
1171,1,실비명,-悲鳴,명
1171,1,실사구시,實事求是,명
1171,1,실사구시적,實事求是的,명
1171,1,실사례,實事例,명
1171,1,실사회,實社會,명
1171,1,실상02,實相,부
1171,1,실상03,實像,명
1171,1,실성01,失性,명
1171,1,실성기80,失性氣,명
1171,1,실수왕,失手王,명
1171,1,실수요,實需要,명
1171,1,실수율80,失手率,명
1171,1,실습림,實習林,명
1171,1,실습장,實習場,명
1171,1,실습품,實習品,명
1171,1,실습하다,實習-,동
1171,1,실시04,實視,명
1171,1,실실거리다,,동
1171,1,실실이,,부
1171,1,실언하다,失言-,동
1171,1,실업가,實業家,명
1171,1,실업고,實業高,명
1171,1,실업부,實業部,명
1171,1,실연주의,實演主義,명
1171,1,실연하다02,實演-,동
1171,1,실온,室溫,명
1171,1,실용주의자,實用主義者,명
1171,1,실용주의적,實用主義的,명
1171,1,실용화시키다,實用化-,동
1171,1,실유,實有,명
1171,1,실유계,實有系,명
1171,1,실장님,室長-,명
1171,1,실재감,實在感,명
1171,1,실재론자,實在論者,명
1171,1,실재론적,實在論的,명
1171,1,실재적,實在的,관
1171,1,실전쟁,實戰爭,명
1171,1,실정법,實定法,명
1171,1,실제성,實題性,명
1171,1,실제하다,實際-,동
1171,1,실제화하다,實際化-,동
1171,1,실조증,失措症,명
1171,1,실족,失足,명
1171,1,실족사,失足死,명
1171,1,실존적,實存的,명
1171,1,실존주의자,實存主義者,명
1171,1,실존주의적,實存主義的,명
1171,1,실증주의적,實證主義的,명
1171,1,실지02,失地,명
1171,1,실지렁이,,명
1171,1,실쭉,,부
1171,1,실천80,實喘,명
1171,1,실천가,實踐家,명
1171,1,실천궁행하다,實踐躬行-,동
1171,1,실천장,實薦場,명
1171,1,실체론적,實體論的,관
1171,1,실체법적,實體法的,관
1171,1,실체화되다,實體化-,동
1171,1,실체화하다,實體化-,동
1171,1,실측,實測,명
1171,1,실크해트,silkhat,명
1171,1,실탈래,,명
1171,1,실태적,實態的,명
1171,1,실톱,,명
1171,1,실톳,,명
1171,1,실투01,失投,명
1171,1,실패시키다,失敗-,동
1171,1,실패자,失敗者,명
1171,1,실패허다,,동
1171,1,실평수,實坪數,명
1171,1,실하다,實-,동
1171,1,실학자적,實學者的,관
1171,1,실학적,實學的,관
1171,1,실행력,實行力,명
1171,1,실행안,失行案,명
1171,1,실험기,實驗期,명
1171,1,실험도,實驗度,명
1171,1,실험되다,實驗-,동
1171,1,실험시,實驗時,명
1171,1,실험시키다,實驗-,동
1171,1,실험용,實驗用,명
1171,1,실험장,實驗場,명
1171,1,실험주의자,實驗主義者,명
1171,1,실형03,實形,명
1171,1,실효되다,失效-,동
1171,1,실히,實-,부
1171,1,심02,‘셈’의 방언,명
1171,1,심09,心,명
1171,1,심80,審,명
1171,1,심각도,深刻度,명
1171,1,심각화되다,深刻化-,동
1171,1,심고하다01,心告-,동
1171,1,심굴,深窟,명
1171,1,심급02,審級,명
1171,1,심기일전,心機一轉,명
1171,1,심기일전하다,心機一轉-,동
1171,1,심노하다,心怒-,동
1171,1,심대하다01,甚大-,동
1171,1,심대하다02,深大-,형
1171,1,심덕,心德,명
1171,1,심도02,深到,명
1171,1,심도자,深悼者,명
1171,1,심드렁,,부
1171,1,심력,心力,명
1171,1,심령술,心靈術,명
1171,1,심리도,心理度,명
1171,1,심리주의적,心理主義的,명
1171,1,심리하다,審理-,동
1171,1,심리학계,心理學界,명
1171,1,심리학회지,心理學會誌,명
1171,1,심문관,審問官,명
1171,1,심문받다,審問-,동
1171,1,심미주의,審美主義,명
1171,1,심미주의적,審美主義的,관
1171,1,심미주의적,審美主義的,명
1171,1,심박동,心搏動,명
1171,1,심발형,深發型,명
1171,1,심방02,‘무당’의 방언,명
1171,1,심벌즈,cymbals,명
1171,1,심복통,心腹痛,명
1171,1,심복하다,心腹-,동
1171,1,심볼,symbol,명
1171,1,심부전,心不全,명
1171,1,심부전증,心不全症,명
1171,1,심사과장,審査課長,명
1171,1,심사받다,審査-,동
1171,1,심사숙고되다,深思熟考-,동
1171,1,심사원,審査員,명
1171,1,심사제,審査制,명
1171,1,심사하다01,深思-,동
1171,1,심상02,心相,명
1171,1,심상06,心想,명
1171,1,심상스럽다,尋常-,형
1171,1,심상주의자,心想主義者,명
1171,1,심상하다02,尋常-,동
1171,1,심술꾸러기,心術-,명
1171,1,심신능,心身能,명
1171,1,심신증,心身症,명
1171,1,심심01,,명
1171,1,심심산천,深深山川,명
1171,1,심심파적,-破寂,명
1171,1,심심하다,,형
1171,1,심심하다02,싱겁다,형
1171,1,심오,深奧,명
1171,1,심의03,深衣,명
1171,1,심의료,審議料,명
1171,1,심의실장,審議室長,명
1171,1,심의자,審議者,명
1171,1,심의제,審議制,명
1171,1,심잡음,心雜音,명
1171,1,심장막,心臟膜,명
1171,1,심장학,心臟學,명
1171,1,심저80,深低,명
1171,1,심전계,心電計,명
1171,1,심전도기,,명
1171,1,심정적,心情的,관
1171,1,심제,心制,명
1171,1,심중히,心中-,부
1171,1,심천03,深淺,명
1171,1,심통스럽다,心痛-,형
1171,1,심판관,審判官,명
1171,1,심판소장,審判所長,명
1171,1,심판자,審判者,명
1171,1,심판장02,審判場,명
1171,1,심판적,審判的,관
1171,1,심폐기,心肺器,명
1171,1,심플하다,simple-,형
1171,1,심해성,深海性,명
1171,1,심혈관계,心血管系,명
1171,1,심혼,心魂,명
1171,1,십간,十干,명
1171,1,십간십이지,十干十二支,명
1171,1,십구만,,관
1171,1,십구만오천오백,,관
1171,1,십도제,十道制,명
1171,1,십사만구천,,관
1171,1,십사만칠천,,관
1171,1,십사억,,관
1171,1,십사조,,관
1171,1,십삼만,,관
1171,1,십삼만오천,,관
1171,1,십삼만천,,관
1171,1,십삼억,,수
1171,1,십오륙,,관
1171,1,십오만구천,,관
1171,1,십오억,,관
1171,1,십오조이천억,,관
1171,1,십육국,十六國,명
1171,1,십육만오천,,관
1171,1,십이고,十二庫,명
1171,1,십이년,,관
1171,1,십이만,,관
1171,1,십이만구천,,관
1171,1,십이만팔천,,관
1171,1,십이목,十二牧,명
1171,1,십이배지,,명
1171,1,십이억,,관
1171,1,십이억,,수
1171,1,십이억삼천사백오십육만칠 천팔백구십팔,,수
1171,1,십이지,十二支,명
1171,1,십인십색,十人十色,명
1171,1,십일조02,十一條,명
1171,1,십자가형,十字架刑,명
1171,1,십자군적,十字軍的,명
1171,1,십자형,十字形,명
1171,1,십장,什長,명
1171,1,십장가,十杖歌,명
1171,1,십전대보환,十全大補丸,명
1171,1,십조칠백억,,수
1171,1,십주구리,,명
1171,1,십지01,十地,명
1171,1,십촌,十寸,명
1171,1,십칠만,,관
1171,1,십칠억,,관
1171,1,십팔금,十八金,명
1171,1,십팔번,十八番,명
1171,1,십팔세,,관
1171,1,십팔조오천억,,관
1171,1,십행,十行,명
1171,1,십회향,十廻向,명
1171,1,싯누렇다,,형
1171,1,싱갱이,,명
1171,1,싱글곡,,명
1171,1,싱긋싱긋,,부
1171,1,싱숭생숭,,부
1171,1,싱숭생숭하다,,형
1171,1,싱어송라이터,singer-song writer,명
1171,1,싱얼롱,sing along,명
1171,1,싱크로나이즈드 ,synchronized,명
1171,1,싱크로너스,Synchronous,명
1171,1,싱크로트론,synchrotron,명
1171,1,싸개01,,명
1171,1,싸다80,‘빠르다’의 방언,형
1171,1,싸다니다,,동
1171,1,싸대다01,,동
1171,1,싸돌다,,동
1171,1,싸랭,,명
1171,1,싸리80,,명
1171,1,싸리꽃,,명
1171,1,싸리비,,명
1171,1,싸리소우,유채꽃,명
1171,1,싸움꾼,,명
1171,1,싸움닭,,명
1171,1,싸움질하다,,동
1171,1,싸이버,cyber,명
1171,1,싸전,-廛,명
1171,1,싹쓸이론,-論,명
1171,1,쌀겨,,명
1171,1,쌀궤,,명
1171,1,쌀눈01,,명
1171,1,쌀독,,명
1171,1,쌀뒤주,,명
1171,1,쌀말,,명
1171,1,쌀보리,,명
1171,1,쌀통,-桶,명
1171,1,쌈03,,의
1171,1,쌈박질,,명
1171,1,쌈질,,명
1171,1,쌈질하다,,동
1171,1,쌈터,,명
1171,1,쌉싸래하다,,형
1171,1,쌍가락지,雙-,명
1171,1,쌍곡선,雙曲線,명
1171,1,쌍궤,雙軌,명
1171,1,쌍극성,雙極性,명
1171,1,쌍꺼풀지다,雙-,동
1171,1,쌍끌이,雙-,명
1171,1,쌍대02,雙對,명
1171,1,쌍동03,雙童,명
1171,1,쌍동이,雙童-,명
1171,1,쌍두마차,雙頭馬車,명
1171,1,쌍둥이별,雙-,명
1171,1,쌍방적,雙方的,명
1171,1,쌍방향성,雙方嚮性,명
1171,1,쌍방형,雙方型,명
1171,1,쌍사자,雙獅子,명
1171,1,쌍생아,雙生兒,명
1171,1,쌍성계,雙性界,명
1171,1,쌍소리,,명
1171,1,쌍쌍이,雙雙-,부
1171,1,쌍어궁,雙魚宮,명
1171,1,쌍은하,雙銀河,명
1171,1,쌍자,雙字,명
1171,1,쌍절봉,雙截棒,명
1171,1,쌍지팡이,雙-,명
1171,1,쌍통,雙桶,명
1171,1,쌍포01,雙包,명
1171,1,쌍포02,雙砲,명
1171,1,쌍학흉배,雙鶴胸背,명
1171,1,쌍화차,雙和茶,명
1171,1,쌍화탕,雙和湯,명
1171,1,쌕쌕거리다,,동
1171,1,쌘구름,,명
1171,1,쌘비구름,,명
1171,1,쌩긋,,부
1171,1,써그락대다,,동
1171,1,썩썩01,,부
1171,1,썰렁,,명
1171,1,썰페이션,sulphuration,명
1171,1,썸뻑01,,부
1171,1,쎔쎔,,명
1171,1,쏘꿉질,,명
1171,1,쏘아지다,,동
1171,1,쏙독새,,명
1171,1,쏟아뜨리다,,동
1171,1,쏠류뜨레형,-形,명
1171,1,쐐기03,안타깨비쐐기,명
1171,1,쐐기나방,,명
1171,1,쑤군거리다,,동
1171,1,쑥국,,명
1171,1,쑥대,,명
1171,1,쑥대머리,,명
1171,1,쑥덕쑥덕,,부
1171,1,쑥덕쑥덕하다,,동
1171,1,쑥돌,,명
1171,1,쑥부쟁,,명
1171,1,쑥부쟁이,,명
1171,1,쓰레기더미,,명
1171,1,쓰레기봉투,-封套,명
1171,1,쓰레기터,,명
1171,1,쓰르륵쓰르륵02,,부
1171,1,쓰리디,,명
1171,1,쓰리쓰리,,감
1171,1,쓰릿쓰릿하다,,형
1171,1,쓰이다02,모자가 ～,동
1171,1,쓰임받다,,동
1171,1,쓱싹하다,,동
1171,1,쓴소리,,명
1171,1,쓸까스르다,,동
1171,1,쓸리다02,,동
1171,1,쓸모없다01,,형
1171,1,씀벅거리다,,동
1171,1,씀벅대다,,동
1171,1,씀뻑거리다,,동
1171,1,씁쓸,,명
1171,1,씨02,"노끈,새끼",명
1171,1,씨감자,,명
1171,1,씨근덕거리다,,동
1171,1,씨끄럽다,,형
1171,1,씨댕,,명
1171,1,씨름터,,명
1171,1,씨명제,氏名制,명
1171,1,씨부렁씨부렁,,부
1171,1,씨부리다,,동
1171,1,씨뿌둥하다,,형
1171,1,씨뿌리기,,명
1171,1,씨암탉,,명
1171,1,씨원허다,,형
1171,1,씨족원,氏族員,명
1171,1,씨줄02,위선05緯線,명
1171,1,씨푸러딩딩하다,,형
1171,1,씩씩01,,부
1171,1,씰룩,,부
1171,1,씰룩씰룩,,부
1171,1,씹새꺄,,감
1171,1,씹쌔,,명
1171,1,씹탱구리,,명
1171,1,씹퉁,,명
1171,1,씻나락,,명
1171,1,씻부시다,,동
1171,1,씽씽거리다,,동
1171,1,씽크대,sink帶,명
1171,1,ㅇ,,명
1171,1,아가01,,감
1171,1,아가리질,,명
1171,1,아가미실,,명
1171,1,아가미활,,명
1171,1,아가페적,&그agape的,명
1171,1,아감덮개뼈,,명
1171,1,아과01,亞科,명
1171,1,아귀아귀,,부
1171,1,아금받다,,형
1171,1,아기별,,명
1171,1,아기씨름,,명
1171,1,아까진끼,,명
1171,1,아끌다,,동
1171,1,아나01,조롱하는 말,감
1171,1,아나카스트,anarchist,명
1171,1,아나키스트적,anarchist的,명
1171,1,아나키즘,anarchism,명
1171,1,아날로그적,analogue的,관
1171,1,아내상,-像,명
1171,1,아녀80,,감
1171,1,아뉴,,감
1171,1,아니리,,명
1171,1,아니마토,animato,명
1171,1,아니하다,,동
1171,1,아닐린,aniline,명
1171,1,아대,蛾袋,명
1171,1,아대산,,명
1171,1,아동심리학,兒童心理學,명
1171,1,아동화01,兒童畵,명
1171,1,아둥바둥거리다,,동
1171,1,아득02,,부
1171,1,아득바득하다,,동
1171,1,아들내미,,명
1171,1,아들자식,-子息,명
1171,1,아등바등거리다,,동
1171,1,아라기술,,명
1171,1,아라리80,,감
1171,1,아라한,阿羅漢,명
1171,1,아람어,Aram語,명
1171,1,아랍,Arab,명
1171,1,아랑곳없다,,형
1171,1,아래옷,,명
1171,1,아래윗방,,명
1171,1,아래채,,명
1171,1,아랫길,,명
1171,1,아랫돌,,명
1171,1,아랫동,,명
1171,1,아랫동강이,,명
1171,1,아령형,啞鈴型,명
1171,1,아롱거리다,,동
1171,1,아롱사태,,명
1171,1,아류작,亞流作,명
1171,1,아류적,蛾類的,관
1171,1,아류화하다,蛾類化-,동
1171,1,아르마딜로,armadillo,명
1171,1,아르마딜로과,armadillo科 ,명
1171,1,아르아이시에스,RICS,명
1171,1,아르앤비,R&B,명
1171,1,아르에프,RF,명
1171,1,아르엔디,R&D,명
1171,1,아르엔에이,RNA,명
1171,1,아르케,arche,명
1171,1,아르페지오네 ,&이arpeggione,명
1171,1,아르페지오네풍 ,&이arpeggione風,명
1171,1,아르피시,RPC,명
1171,1,아르피엠,rpm,명
1171,1,아르피지,RPG,명
1171,1,아른아른,,부
1171,1,아른아른거리다,,형
1171,1,아리아리랑,,감
1171,1,아마릴리스,amaryllis,명
1171,1,아마추어식,amateur식,명
1171,1,아마킹고,복숭아 품종,명
1171,1,아마포,亞麻布,명
1171,1,아매80,‘벌써’의 방언,부
1171,1,아머턴,‘아무튼’의 방언,부
1171,1,아메리슘,americium,명
1171,1,아메리칸,American,명
1171,1,아멘02,amen,명
1171,1,아무짬,,명
1171,1,아물쇠딱따구리,,명
1171,1,아물아물,,부
1171,1,아물아물하다,,동
1171,1,아미드,amide,명
1171,1,아미십이춘공,峨嵋十二春 功,명
1171,1,아미타여래,阿彌陀如來,명
1171,1,아밀라아제,Amylase,명
1171,1,아밀로이드,amyloid,명
1171,1,아바타,avatar,명
1171,1,아방03,我方,명
1171,1,아배01,‘아버지’의 방언,명
1171,1,아버지상,-像,명
1171,1,아벤트,avent,명
1171,1,아보가드로수,Avogadro數 ,명
1171,1,아부산주,-酒,명
1171,1,아사80,～ 바늘,명
1171,1,아사무사하다,,형
1171,1,아사자,餓死者,명
1171,1,아삭아삭,,부
1171,1,아삼륙,ersanliu[二三六],명
1171,1,아세트산균,acetic酸菌,명
1171,1,아세트산셀룰로오스,acetic 酸cellulose,명
1171,1,아세트산카민액,,명
1171,1,아세틸살리실산 ,acetylsalicylic酸,명
1171,1,아셈,ASEM,명
1171,1,아쉬람,,명
1171,1,아스타틴,astatine,명
1171,1,아스트라칸,astrakhan,명
1171,1,아스트린젠트,astringent,명
1171,1,아스파라거스,asparagus,명
1171,1,아스피린,aspirin,명
1171,1,아슴푸레,,부
1171,1,아시02,애벌,명
1171,1,아아02,‘아이01’의 방언,감
1171,1,아아하다,,형
1171,1,아악기,雅樂器,명
1171,1,아야기,,명
1171,1,아야기하다,,동
1171,1,아연04,俄然,부
1171,1,아연판02,亞鉛版,명
1171,1,아열대림,亞熱帶林,명
1171,1,아열대풍,亞熱帶風,명
1171,1,아옹01,,부
1171,1,아옹02,,감
1171,1,아옹다옹하다,,동
1171,1,아옹하다,,형
1171,1,아우래비,,명
1171,1,아우래비접동,,명
1171,1,아우자이,au dai,명
1171,1,아우트라인,outline,명
1171,1,아욱과,-科,명
1171,1,아울리다,,동
1171,1,아웁,,수
1171,1,아웃당하다,out-,동
1171,1,아웃보드,outboard,명
1171,1,아웃사이드,outside,명
1171,1,아웃소싱하다,outsourcing- ,동
1171,1,아웃코스,▽outcourse,명
1171,1,아웅02,,부
1171,1,아웅다웅하다,,동
1171,1,아으01,,감
1171,1,아이06,I/i,명
1171,1,아이고머니,,감
1171,1,아이들링,idling,명
1171,1,아이라이너,eyeliner,명
1171,1,아이라인,eyeline,명
1171,1,아이러니스트,ironist,명
1171,1,아이리시,irish,명
1171,1,아이보리계,ivory系,명
1171,1,아이소토프,isotope,명
1171,1,아이스커피,▽icecoffee,명
1171,1,아이스케이크,▽icecake,명
1171,1,아이스하키계,ice hockey界,명
1171,1,아이시비엠,ICBM,명
1171,1,아이아이02,II,명
1171,1,아이언샷,iron shot,명
1171,1,아이엔에프,INF,명
1171,1,아이젠,eisen,명
1171,1,아이티에스,ITS,명
1171,1,아이피에스피,IPSP,명
1171,1,아자80,,감
1171,1,아전바치,衙前-,명
1171,1,아전인수,我田引水,명
1171,1,아조08,‘아주’의 옛말,부
1171,1,아조80,‘아주’의 방언,부
1171,1,아주국,,명
1171,1,아주머님,,명
1171,1,아주버님,,명
1171,1,아줌니,,명
1171,1,아줌씨,,명
1171,1,아즈랑이,,명
1171,1,아지매,,명
1171,1,아직도,,부
1171,1,아찔,,부
1171,1,아차차,,감
1171,1,아참,,감
1171,1,아첨꾼,阿諂-,명
1171,1,아초산염,亞硝酸厭,명
1171,1,아츰,,명
1171,1,아침때,,명
1171,1,아침잠,,명
1171,1,아카데미즘,academism,명
1171,1,아카시나무,acacia-,명
1171,1,아카펠라,acappella,명
1171,1,아케이즘,archaism,명
1171,1,아콰마린,aquamarine,명
1171,1,아쿠아,aqua,명
1171,1,아크,arc,명
1171,1,아크로바틱,acrobatic,명
1171,1,아크릴산,acrylic酸,명
1171,1,아크릴아미드,acrylamide ,명
1171,1,아키메네스,achimenes,명
1171,1,아키메네스속,Achimenes 屬,명
1171,1,아트로핀,atropine,명
1171,1,아트홀,art hall,명
1171,1,아티스틱하다,artistic-,형
1171,1,아파렌티스,Australopithecus afarensis,명
1171,1,아편02,阿偏,명
1171,1,아편굴,阿片窟,명
1171,1,아편쟁이,阿片-,명
1171,1,아포단백,apo-protein,명
1171,1,아피아,,명
1171,1,아하하,,부
1171,1,아헌,亞獻,명
1171,1,아홉수,-數,명
1171,1,아홉째,,관
1171,1,아홉째,,수
1171,1,아황산,亞黃酸,명
1171,1,아휴,,감
1171,1,아흐레,,명
1171,1,아흔,,관
1171,1,아흔아홉,,관
1171,1,아흔여섯,,관
1171,1,악극,樂劇,명
1171,1,악단원,樂團員,명
1171,1,악덕하다,惡德-,형
1171,1,악독성,惡毒性,명
1171,1,악독하다,惡毒-,형
1171,1,악력기,握力器,명
1171,1,악마성,惡魔性,명
1171,1,악마주의자,惡魔主義者,명
1171,1,악머구리,,명
1171,1,악무02,樂舞,명
1171,1,악문,惡文,명
1171,1,악물,惡物,명
1171,1,악발이,,명
1171,1,악산,惡山,명
1171,1,악살맞다,,형
1171,1,악상02,惡喪,명
1171,1,악상어목,-目,명
1171,1,악서01,惡書,명
1171,1,악성03,樂聖,명
1171,1,악속,惡俗,명
1171,1,악송구,惡送球,명
1171,1,악수03,惡手,명
1171,1,악순환되다,惡循環-,동
1171,1,악순환하다,惡循環-,동
1171,1,악악대다,,동
1171,1,악어목,鰐魚目,명
1171,1,악음,樂音,명
1171,1,악절,樂節,명
1171,1,악정01,惡政,명
1171,1,악종03,惡種,명
1171,1,악질적,惡質的,명
1171,1,악취미,惡趣味,명
1171,1,악티늄,actinium,명
1171,1,악화02,惡貨,명
1171,1,안03,安,부
1171,1,안강망,鮟鱇網,명
1171,1,안개꽃,,명
1171,1,안개뿜이,,명
1171,1,안거하다,安居-,동
1171,1,안경사,眼境師,명
1171,1,안경잡이,眼鏡-,명
1171,1,안광01,眼光,명
1171,1,안길,,명
1171,1,안내깃,,명
1171,1,안내역,案內役,명
1171,1,안노인,-老人,명
1171,1,안단티노,andantino,명
1171,1,안달복달,,명
1171,1,안달복달하다,,동
1171,1,안도되다,安堵-,동
1171,1,안동네,,명
1171,1,안드로메다자리,Andromeda ,명
1171,1,안뜰,,명
1171,1,안락처,安樂處,명
1171,1,안력,眼力,명
1171,1,안면부,顔面部,명
1171,1,안무되다,按舞-,동
1171,1,안무받다,按舞-,동
1171,1,안무법,按舞法,명
1171,1,안반01,,명
1171,1,안방07,,명
1171,1,안방마님,-房-,명
1171,1,안배되다,按排-,동
1171,1,안배시키다,按配-,동
1171,1,안법,眼法,명
1171,1,안벽02,岸壁,명
1171,1,안보관,安保觀,명
1171,1,안보적,安保的,관
1171,1,안사람,,명
1171,1,안산03,案山,명
1171,1,안산암,安山巖,명
1171,1,안산하다,安産-,동
1171,1,안살림,,명
1171,1,안상금보,安尙琴譜,명
1171,1,안수하다02,按手-,동
1171,1,안식년,安息年,명
1171,1,안식시키다,安息-,동
1171,1,안식향,安息香,명
1171,1,안심되다,安心-,동
1171,1,안심스테이크,-steak,명
1171,1,안심입명,安心立命,명
1171,1,안심하다,安心-,형
1171,1,안온,安穩,명
1171,1,안온감,安穩感,명
1171,1,안위감,安危感,명
1171,1,안위하다02,安慰-,동
1171,1,안이02,安易,명
1171,1,안일주의,安逸主義,명
1171,1,안장02,安葬,명
1171,1,안전05,案前,명
1171,1,안전경,安全鏡,명
1171,1,안전띠,安全-,명
1171,1,안전망,安全網,명
1171,1,안전빵,,명
1171,1,안전시설,安全施設,명
1171,1,안전표지,安全標識,명
1171,1,안전핀,安全pin,명
1171,1,안정기01,安定期,명
1171,1,안정도01,安定度,명
1171,1,안정률,安定率,명
1171,1,안정망,安定網,명
1171,1,안정주,安定株,명
1171,1,안정책,安定策,명
1171,1,안정하다03,安靜-,동
1171,1,안정핵,安定核,명
1171,1,안정형,安定型,명
1171,1,안정화되다,安定化-,동
1171,1,안정화시키다,安定化-,동
1171,1,안주01,‘아직01’의 방언,부
1171,1,안주거리,,명
1171,1,안지름,,명
1171,1,안질,眼疾,명
1171,1,안짝,,명
1171,1,안착,安着,명
1171,1,안착률,安着律,명
1171,1,안채비,,명
1171,1,안치물,安置物,명
1171,1,안치실,安置室,명
1171,1,안태음,安胎飮,명
1171,1,안토시안,anthocyan,명
1171,1,안티크,antique,명
1171,1,안팍,,명
1171,1,안피지,雁皮紙,명
1171,1,안하무인형,眼下無人型,명
1171,1,안항80,雁行,명
1171,1,안해02,아내01,명
1171,1,앉은자리,,명
1171,1,앉은키,,명
1171,1,앉음새,,명
1171,1,알거지,,명
1171,1,알건달질,,명
1171,1,알고리듬,algorithm,명
1171,1,알데히드기,aldehyde基,명
1171,1,알딸딸하다,,형
1171,1,알라02,‘어린아이’의 방언,명
1171,1,알락뜸부기,,명
1171,1,알락쇠오리,,명
1171,1,알래스카말라뮤트,Alaskan Malamute,명
1171,1,알루마이트,alumite,명
1171,1,알루미나제,alumina製,명
1171,1,알루미노아철산사칼슘 ,4CaO，Al2O3Fe2O3,명
1171,1,알루미늄제,aluminium製,명
1171,1,알루민산삼칼슘,3CaO， Al2O3,명
1171,1,알루민산칼륨,"K, Al2O3",명
1171,1,알림알이,,명
1171,1,알맞춤하다,,동
1171,1,알바트로스,albatross,명
1171,1,알배,,명
1171,1,알부민,albumin,명
1171,1,알붙이,,명
1171,1,알선료,斡旋料,명
1171,1,알선인,斡旋人,명
1171,1,알선죄,斡旋罪,명
1171,1,알섬,,명
1171,1,알아들다,,동
1171,1,알알하다01,,형
1171,1,알에이시,RAC,명
1171,1,알은척,,명
1171,1,알은척하다,,동
1171,1,알은체,,명
1171,1,알젓,,명
1171,1,알짱알짱거리다,,동
1171,1,알츠하이머,Alzheimer,명
1171,1,알코올리즘,alcoholism,명
1171,1,알킬,alkyl,명
1171,1,알킬벤젠술폰산염,alkylben zenesulfone酸鹽,명
1171,1,알타이어,Altai語,명
1171,1,알트,Alt,명
1171,1,알파인,alpine,명
1171,1,알파채널,alpha channel ,명
1171,1,알포스리,,명
1171,1,알피스트,alpist,명
1171,1,알핀로제스,Alpine roses ,명
1171,1,알흑가,,명
1171,1,앍다01,,동
